cnty,obs,GRRT_WB,CRISIS
_DNK,1970,2.02608414742159,0
_DNK,1971,2.58624083753247,0
_DNK,1972,4.52964464388066,0
_DNK,1973,3.5612016079909,0
_DNK,1974,-1.37616492626526,1
_DNK,1975,-1.7222928374547,0
_DNK,1976,6.43520787416381,0
_DNK,1977,1.11127796622586,0
_DNK,1978,1.83893665889727,0
_DNK,1979,3.14021028645716,0
_DNK,1980,-.580203872906067,0
_DNK,1981,-2.05187085990623,1
_DNK,1982,2.74550958653938,1
_DNK,1983,1.73992346013314,0
_DNK,1984,3.50993908362874,1
_DNK,1985,3.55115890700608,0
_DNK,1986,4.01124450549429,0
_DNK,1987,.030516621180297,0
_DNK,1988,1.21450542985335,0
_DNK,1989,.150252480117018,1
_DNK,1990,.965098874567218,0
_DNK,1991,1.11494147571263,1
_DNK,1992,.610715571479489,0
_DNK,1993,-.001393023720041,0
_DNK,1994,5.46602862572689,0
_DNK,1995,2.75281264755205,0
_DNK,1996,2.5186282626694,0
_DNK,1997,2.96960552092953,0
_DNK,1998,2.46798801796366,1
_DNK,1999,2.30975723195353,0
_DNK,2000,3.02327412784662,1
_DNK,2001,.951402304281969,0
_DOM,1960,,
_DOM,1961,-2.31324510554524,1
_DOM,1962,17.0472438631287,0
_DOM,1963,6.50289677952065,0
_DOM,1964,6.76487029177092,0
_DOM,1965,-12.4818358750911,0
_DOM,1966,13.4633447527661,0
_DOM,1967,3.32754229152394,1
_DOM,1968,.238860413293423,0
_DOM,1969,10.8914459900282,0
_DOM,1970,18.2266827877322,1
_DOM,1971,10.8792240417998,0
_DOM,1972,10.3946613291876,0
_DOM,1973,12.897369023158,0
_DOM,1974,6.0067198698611,0
_DOM,1975,5.18842329021885,0
_DOM,1976,6.7281218413709,0
_DOM,1977,4.97768552433978,0
_DOM,1978,2.1446723756186,0
_DOM,1979,4.52375540115697,0
_DOM,1980,6.06282527112551,1
_DOM,1981,4.06336132096126,0
_DOM,1982,1.55524791183535,1
_DOM,1983,4.59433247038132,0
_DOM,1984,.280383541913068,0
_DOM,1985,.994092453318444,1
_DOM,1986,3.60504437015521,0
_DOM,1987,10.0290959122169,1
_DOM,1988,2.15596938183231,0
_DOM,1989,4.81258595256306,1
_DOM,1990,-5.82600246274523,1
_DOM,1991,.9448922223394191,0
_DOM,1992,8.04454158961085,0
_DOM,1993,3.01548483121752,0
_DOM,1994,4.20187178399341,1
_DOM,1995,4.84928468137082,0
_DOM,1996,7.25129396094751,0
_DOM,1997,8.21272358276814,0
_DOM,1998,7.32418818937323,0
_DOM,1999,7.80726669374134,0
_DOM,2000,7.25227827810898,0
_DOM,2001,2.72012843468947,0
_DZA,1960,,
_DZA,1961,-13.6054421768708,0
_DZA,1962,-19.6850393700786,1
_DZA,1963,34.313725490196,0
_DZA,1964,5.83941605839415,1
_DZA,1965,6.20689655172413,0
_DZA,1966,-4.80497113517568,0
_DZA,1967,9.45296113931656,0
_DZA,1968,10.7962333424787,0
_DZA,1969,8.4332830864073,1
_DZA,1970,8.86265550666397,1
_DZA,1971,-11.3317192740821,0
_DZA,1972,27.4239791451903,0
_DZA,1973,3.81317157765888,0
_DZA,1974,7.49492014578578,0
_DZA,1975,5.04534221750035,1
_DZA,1976,8.386757049615269,0
_DZA,1977,5.25858152229103,0
_DZA,1978,9.21483428751368,0
_DZA,1979,7.47783287003665,0
_DZA,1980,.79060327196096,0
_DZA,1981,3,0
_DZA,1982,6.40000000000001,1
_DZA,1983,5.40000000000001,1
_DZA,1984,5.60000000000001,1
_DZA,1985,3.70000000000002,0
_DZA,1986,.399999999999977,1
_DZA,1987,-.699999999999931,0
_DZA,1988,-.999999999999829,1
_DZA,1989,4.39999999999952,1
_DZA,1990,.800000000000097,1
_DZA,1991,-1.19999999999965,0
_DZA,1992,1.79999999999991,1
_DZA,1993,-2.09999999999999,0
_DZA,1994,-.900000000000317,0
_DZA,1995,3.80000000000038,1
_DZA,1996,4.0999999999998,0
_DZA,1997,1.09999999999988,0
_DZA,1998,5.10000000000007,1
_DZA,1999,3.20000000000016,1
_DZA,2000,2.39999999999995,0
_DZA,2001,2.09999999999977,0
_ECU,1960,,
_ECU,1961,1.54307758251176,1
_ECU,1962,4.5588856057407,0
_ECU,1963,3.87565603552695,0
_ECU,1964,7.81189273221925,0
_ECU,1965,3.17231434751253,0
_ECU,1966,2.44349596082067,0
_ECU,1967,6.8668856972748,0
_ECU,1968,4.02975908593947,1
_ECU,1969,2.33250441686319,0
_ECU,1970,6.45728737060148,0
_ECU,1971,6.2627203144389,1
_ECU,1972,15.6180795429503,0
_ECU,1973,24.0306356881172,0
_ECU,1974,6.44538858092577,0
_ECU,1975,5.57983872566818,1
_ECU,1976,9.224986502617581,0
_ECU,1977,6.53472648026876,0
_ECU,1978,6.59094201167537,0
_ECU,1979,5.30261911645502,0
_ECU,1980,4.90626799161483,0
_ECU,1981,3.94317727393671,1
_ECU,1982,1.18741272579179,1
_ECU,1983,-2.82098533190302,0
_ECU,1984,4.20254167551531,1
_ECU,1985,4.3427905750695,0
_ECU,1986,3.09776548871081,1
_ECU,1987,-5.98335235682484,1
_ECU,1988,10.5184344815732,1
_ECU,1989,.257767799306706,0
_ECU,1990,3.02846036996793,0
_ECU,1991,5.01677761206535,1
_ECU,1992,3.56591935000101,1
_ECU,1993,2.03154423185158,0
_ECU,1994,4.320242942166,0
_ECU,1995,2.34308827028313,1
_ECU,1996,1.98117857109645,0
_ECU,1997,3.38021747555111,0
_ECU,1998,.40970412217915,1
_ECU,1999,-7.26815941812558,1
_ECU,2000,2.33315966466159,1
_ECU,2001,5.60000000000001,0
_EGY,1960,,
_EGY,1961,4.4003765562032,1
_EGY,1962,6.85665700382839,0
_EGY,1963,9.05553454880862,1
_EGY,1964,8.142304888770211,0
_EGY,1965,9.225085131007971,1
_EGY,1966,1.05663664886437,0
_EGY,1967,.62593721603092,0
_EGY,1968,2.72142090401842,1
_EGY,1969,6.81255261106607,1
_EGY,1970,5.5985066303704,0
_EGY,1971,3.44091112072353,1
_EGY,1972,2.02889703270705,0
_EGY,1973,.705251245534241,0
_EGY,1974,2.48549671374849,0
_EGY,1975,8.93917517696319,1
_EGY,1976,14.62724819339,0
_EGY,1977,12.8369600862741,0
_EGY,1978,5.77970416220994,0
_EGY,1979,6.03885651239543,1
_EGY,1980,10.011343908401,0
_EGY,1981,3.75608064935913,1
_EGY,1982,9.907165685416849,0
_EGY,1983,7.40113655902207,0
_EGY,1984,6.09152307953667,0
_EGY,1985,6.6020482437648,0
_EGY,1986,2.64657281147358,0
_EGY,1987,2.5194246093151,0
_EGY,1988,5.30071790655163,0
_EGY,1989,4.97237569060802,0
_EGY,1990,5.70175438596443,0
_EGY,1991,1.07883817427393,0
_EGY,1992,4.43349753694607,0
_EGY,1993,2.88133887363229,0
_EGY,1994,3.94801201872686,0
_EGY,1995,4.66523258940574,0
_EGY,1996,5.00963391136801,0
_EGY,1997,5.49235474006116,0
_EGY,1998,4.54898911353025,0
_EGY,1999,6.28486426180763,1
_EGY,2000,5.1084674597619,0
_EGY,2001,2.89999999999971,0
_ERI,1960,,
_ERI,1961,,
_ERI,1962,,
_ERI,1963,,
_ERI,1964,,
_ERI,1965,,
_ERI,1966,,
_ERI,1967,,
_ERI,1968,,
_ERI,1969,,
_ERI,1970,,
_ERI,1971,,
_ERI,1972,,
_ERI,1973,,
_ERI,1974,,
_ERI,1975,,
_ERI,1976,,
_ERI,1977,,
_ERI,1978,,
_ERI,1979,,
_ERI,1980,,
_ERI,1981,,
_ERI,1982,,
_ERI,1983,,
_ERI,1984,,
_ERI,1985,,
_ERI,1986,,
_ERI,1987,,
_ERI,1988,,
_ERI,1989,,
_ERI,1990,,
_ERI,1991,,
_ERI,1992,,
_ERI,1993,11.091208365608,
_ERI,1994,23.4322569399049,
_ERI,1995,2.46081061996897,
_ERI,1996,9.21401743564998,0
_ERI,1997,7.98233159804394,0
_ERI,1998,3.08254200146085,1
_ERI,1999,.634920634920675,0
_ERI,2000,-12.052163136548,1
_ERI,2001,9.71337069655714,0
_ESP,1960,,
_ESP,1961,11.8384312967079,0
_ESP,1962,9.953876014683351,0
_ESP,1963,9.596451043657741,0
_ESP,1964,5.30825239080485,0
_ESP,1965,6.25306080649236,1
_ESP,1966,7.24606298026788,1
_ESP,1967,4.34033613321165,1
_ESP,1968,6.5970191943383,0
_ESP,1969,8.907020357667751,0
_ESP,1970,4.24507994554612,0
_ESP,1971,4.64949065676062,0
_ESP,1972,8.149744074562591,0
_ESP,1973,7.78844024599104,0
_ESP,1974,5.61877783432748,0
_ESP,1975,.542229105821008,0
_ESP,1976,3.30378375636724,1
_ESP,1977,2.83856940055342,0
_ESP,1978,1.4629831149136,0
_ESP,1979,.041546077392866,0
_ESP,1980,2.20874481255066,1
_ESP,1981,-.132462047000459,1
_ESP,1982,1.24646167972939,1
_ESP,1983,1.77011245614982,1
_ESP,1984,1.78469072230811,0
_ESP,1985,2.32143264567637,0
_ESP,1986,3.25332171907398,0
_ESP,1987,5.54711964900502,0
_ESP,1988,5.09432718092091,0
_ESP,1989,4.82702762052178,0
_ESP,1990,3.78140122013681,0
_ESP,1991,2.54599797924908,0
_ESP,1992,.9292106126626291,1
_ESP,1993,-1.03148704229157,1
_ESP,1994,2.38318804621751,0
_ESP,1995,2.75749885609058,0
_ESP,1996,2.43726286984309,0
_ESP,1997,4.02624536906568,0
_ESP,1998,4.33664228006508,1
_ESP,1999,4.12988963397597,
_ESP,2000,4.0973018253533,
_ESP,2001,2.75846311595809,
_EST,1960,,
_EST,1961,,
_EST,1962,,
_EST,1963,,
_EST,1964,,
_EST,1965,,
_EST,1966,,
_EST,1967,,
_EST,1968,,
_EST,1969,,
_EST,1970,,
_EST,1971,,
_EST,1972,,
_EST,1973,,
_EST,1974,,
_EST,1975,,
_EST,1976,,
_EST,1977,,
_EST,1978,,
_EST,1979,,
_EST,1980,,
_EST,1981,1.43016926934909,
_EST,1982,5.70006777851529,
_EST,1983,3.6998890299088,
_EST,1984,2.80022299258613,
_EST,1985,.499909617338474,
_EST,1986,1.1024554831267,
_EST,1987,3.50533867865738,
_EST,1988,2.85883625479748,
_EST,1989,3.06719832205913,
_EST,1990,-7.06354930144448,
_EST,1991,-7.99984359444025,
_EST,1992,-21.1686562081086,
_EST,1993,-8.35388976841787,
_EST,1994,-1.98258539852645,0
_EST,1995,4.2660167342414,0
_EST,1996,3.92471560084647,0
_EST,1997,9.789915789739229,0
_EST,1998,4.60271447699791,0
_EST,1999,-.632224022804479,0
_EST,2000,7.12851541249183,0
_EST,2001,5.04106699680748,0
_ETH,1960,,
_ETH,1961,,0
_ETH,1962,,0
_ETH,1963,,1
_ETH,1964,,0
_ETH,1965,,0
_ETH,1966,,0
_ETH,1967,,1
_ETH,1968,,0
_ETH,1969,,0
_ETH,1970,,0
_ETH,1971,,0
_ETH,1972,,0
_ETH,1973,,0
_ETH,1974,,0
_ETH,1975,,0
_ETH,1976,,0
_ETH,1977,,1
_ETH,1978,,1
_ETH,1979,,0
_ETH,1980,,1
_ETH,1981,,0
_ETH,1982,.958838946769518,1
_ETH,1983,7.84453210890512,1
_ETH,1984,-2.3035671452558,1
_ETH,1985,-18.3465885674702,0
_ETH,1986,9.60373711340206,0
_ETH,1987,14.0903167651353,1
_ETH,1988,.420803132836383,1
_ETH,1989,1.14423520960543,1
_ETH,1990,2.45282061688311,1
_ETH,1991,-4.69494029197923,0
_ETH,1992,-5.13837414706798,0
_ETH,1993,13.3628480146052,0
_ETH,1994,3.48742642263002,0
_ETH,1995,6.12745098039215,0
_ETH,1996,10.6154308490443,0
_ETH,1997,5.19407168033401,1
_ETH,1998,-1.16151043932129,0
_ETH,1999,5.16616584265649,1
_ETH,2000,5.35046423434027,1
_ETH,2001,7.72205085555759,0
_FIN,1960,,
_FIN,1961,7.60450426996561,0
_FIN,1962,2.98203785789224,1
_FIN,1963,3.28495578888162,0
_FIN,1964,5.23851174741255,0
_FIN,1965,5.30288547295075,1
_FIN,1966,2.37282004305155,1
_FIN,1967,2.16882466045378,0
_FIN,1968,2.30329633373267,0
_FIN,1969,9.593281756305361,0
_FIN,1970,7.47043579087585,0
_FIN,1971,2.35691966628325,0
_FIN,1972,7.73543987476617,0
_FIN,1973,6.98388433225505,0
_FIN,1974,3.23647105857872,0
_FIN,1975,1.80488826396076,1
_FIN,1976,-.098198623930074,0
_FIN,1977,.337270030289119,0
_FIN,1978,2.33217789938713,0
_FIN,1979,6.76631899633757,0
_FIN,1980,5.11847945193536,0
_FIN,1981,2.13974305348321,1
_FIN,1982,3.1374258330512,0
_FIN,1983,2.74209472516918,1
_FIN,1984,3.41899116905329,0
_FIN,1985,3.10388070837591,0
_FIN,1986,2.49054347922312,1
_FIN,1987,4.21599541057816,0
_FIN,1988,4.73431180849041,0
_FIN,1989,5.13957086823053,1
_FIN,1990,.031881379999916,0
_FIN,1991,-6.25644491855198,1
_FIN,1992,-3.32184676807246,1
_FIN,1993,-1.14839647105231,1
_FIN,1994,3.95459989697086,0
_FIN,1995,3.80973189618699,0
_FIN,1996,4.00935422817669,1
_FIN,1997,6.29202213742428,0
_FIN,1998,5.33465429534931,0
_FIN,1999,4.05429847884674,
_FIN,2000,5.58766524418333,
_FIN,2001,.742472383649157,
_FJI,1960,,
_FJI,1961,3.51758793969856,
_FJI,1962,3.60610263522877,
_FJI,1963,6.35876840696127,
_FJI,1964,4.87728130899934,
_FJI,1965,-2.70027002700287,
_FJI,1966,0,1
_FJI,1967,13.3518347209374,0
_FJI,1968,7.91621327529923,0
_FJI,1969,2.59642046886812,0
_FJI,1970,12.7027027027028,0
_FJI,1971,6.88899062568144,0
_FJI,1972,7.48527737518907,0
_FJI,1973,11.6128630715634,0
_FJI,1974,2.60115651158735,0
_FJI,1975,.530207212958473,0
_FJI,1976,2.73616420116949,1
_FJI,1977,5.9040109096745,0
_FJI,1978,1.86340033179778,0
_FJI,1979,12.2248215348008,0
_FJI,1980,-1.60345942358525,0
_FJI,1981,6.32999326599276,1
_FJI,1982,-5.97849120240869,0
_FJI,1983,-4.2974538596254,1
_FJI,1984,8.5022381756757,0
_FJI,1985,-4.00878360259273,0
_FJI,1986,7.74424712954549,0
_FJI,1987,-6.61062551563282,1
_FJI,1988,.95367360644687,0
_FJI,1989,13.5444234241056,0
_FJI,1990,2.60075228371844,0
_FJI,1991,-.29852309626061,0
_FJI,1992,4.89572936912327,0
_FJI,1993,2.20341529370525,1
_FJI,1994,3.9002400901563,0
_FJI,1995,3.74911577458145,0
_FJI,1996,3.09090909090908,0
_FJI,1997,-.881834215167558,1
_FJI,1998,1.42348754448398,1
_FJI,1999,9.69298245614034,0
_FJI,2000,-2.79888044782088,0
_FJI,2001,2.59152612093789,1
_FRA,1960,,
_FRA,1961,5.5063037357626,0
_FRA,1962,6.67184556544385,0
_FRA,1963,5.34750102402254,0
_FRA,1964,6.51814496176755,0
_FRA,1965,4.77820554097318,1
_FRA,1966,5.21401093603968,0
_FRA,1967,4.68815743673958,0
_FRA,1968,4.25901949494485,1
_FRA,1969,6.99053535817392,1
_FRA,1970,5.73100896045943,0
_FRA,1971,4.78322938482722,0
_FRA,1972,4.43089202806706,0
_FRA,1973,5.43990514661724,1
_FRA,1974,3.10960508270782,0
_FRA,1975,-.278389766220229,0
_FRA,1976,4.24378598559983,1
_FRA,1977,3.21749298448499,0
_FRA,1978,3.35016033724101,0
_FRA,1979,3.31182054944172,0
_FRA,1980,1.61072997200529,0
_FRA,1981,1.21829107754536,1
_FRA,1982,2.63208093088724,1
_FRA,1983,1.49372411172793,0
_FRA,1984,1.64625741730389,0
_FRA,1985,1.45004842760454,0
_FRA,1986,2.40703059840757,0
_FRA,1987,2.5336986517021,0
_FRA,1988,4.61451464195287,1
_FRA,1989,4.17428235496708,0
_FRA,1990,2.60822065458871,0
_FRA,1991,.9960914920552431,1
_FRA,1992,1.49178393161257,0
_FRA,1993,-.887182584814552,1
_FRA,1994,2.0660306924984,0
_FRA,1995,1.67021984391712,0
_FRA,1996,1.10292431605052,0
_FRA,1997,1.9044277021391,0
_FRA,1998,3.40131020705962,0
_FRA,1999,3.21308365089286,
_FRA,2000,3.78185682016404,
_FRA,2001,1.83453089647661,
_FSM,1960,,
_FSM,1961,,
_FSM,1962,,
_FSM,1963,,
_FSM,1964,,
_FSM,1965,,
_FSM,1966,,
_FSM,1967,,
_FSM,1968,,
_FSM,1969,,
_FSM,1970,,
_FSM,1971,,
_FSM,1972,,
_FSM,1973,,
_FSM,1974,,
_FSM,1975,,
_FSM,1976,,
_FSM,1977,,
_FSM,1978,,
_FSM,1979,,
_FSM,1980,,
_FSM,1981,,
_FSM,1982,,
_FSM,1983,,
_FSM,1984,,
_FSM,1985,,
_FSM,1986,,
_FSM,1987,,
_FSM,1988,2.63670685665551,
_FSM,1989,3.54197567487413,
_FSM,1990,2.69883107953204,
_FSM,1991,9.25068347932852,
_FSM,1992,3.67703385935312,
_FSM,1993,8.62026501157597,
_FSM,1994,-1.31966804226565,
_FSM,1995,3.26746323529414,
_FSM,1996,-2.63157894736842,0
_FSM,1997,-5.4054054054054,0
_FSM,1998,2.85714285714285,0
_FSM,1999,-3.74305555555556,0
_FSM,2000,2.50006012072241,0
_FSM,2001,.899992023011279,0
_GAB,1960,,
_GAB,1961,14.7668393782384,0
_GAB,1962,7.44920993227991,0
_GAB,1963,6.0924369747898,1
_GAB,1964,4.55445544554462,0
_GAB,1965,8.333333333333259,0
_GAB,1966,4.50800457013841,1
_GAB,1967,4.11515284822325,1
_GAB,1968,2.50880088353969,1
_GAB,1969,8.082910435426699,0
_GAB,1970,8.67934217258246,0
_GAB,1971,10.2587309087372,0
_GAB,1972,11.3369706842957,0
_GAB,1973,10.1824336180498,0
_GAB,1974,39.4870951832976,0
_GAB,1975,19.1901149086623,0
_GAB,1976,35.6253379683275,1
_GAB,1977,-12.5820911674745,1
_GAB,1978,-24.0492060699648,0
_GAB,1979,.474405277651485,0
_GAB,1980,2.55293715846993,0
_GAB,1981,5.09532928149197,0
_GAB,1982,-3.09752039927117,0
_GAB,1983,5.60824068018313,1
_GAB,1984,7.50890230685866,0
_GAB,1985,-2.33294932718893,0
_GAB,1986,-.8035977400513999,0
_GAB,1987,-17.1460422112225,1
_GAB,1988,12.8453532422791,0
_GAB,1989,8.545309993809539,1
_GAB,1990,5.19223727572317,0
_GAB,1991,6.11250348092453,0
_GAB,1992,-3.25416611993177,1
_GAB,1993,2.38030652380306,1
_GAB,1994,3.44439292574683,0
_GAB,1995,6.96036370621758,0
_GAB,1996,5.16044061302682,0
_GAB,1997,5.75543663896163,0
_GAB,1998,2.07783818700544,1
_GAB,1999,-6.19627696039655,0
_GAB,2000,1.99999755340679,0
_GAB,2001,2.50000245858637,1
_GBR,1960,,
_GBR,1961,2.5734395394348,0
_GBR,1962,1.32806225385582,1
_GBR,1963,3.95638776695793,0
_GBR,1964,5.03810463048822,1
_GBR,1965,2.78896303105192,0
_GBR,1966,2.04931132251214,0
_GBR,1967,2.31096380207994,0
_GBR,1968,3.98474043987464,1
_GBR,1969,2.05244354487213,0
_GBR,1970,2.3595315528941,0
_GBR,1971,2.08142443835459,0
_GBR,1972,3.61865373386511,1
_GBR,1973,7.24487137445581,0
_GBR,1974,-1.5845300271076,0
_GBR,1975,-.55625288075636,1
_GBR,1976,2.77160310277958,1
_GBR,1977,2.29094914509199,0
_GBR,1978,3.34460848438395,0
_GBR,1979,2.60765398407005,0
_GBR,1980,-2.10280928412931,0
_GBR,1981,-1.4622579398918,1
_GBR,1982,1.98749480509777,1
_GBR,1983,3.6150061887267,1
_GBR,1984,2.53227962106675,1
_GBR,1985,3.60798521284551,0
_GBR,1986,3.94694551682811,0
_GBR,1987,4.50506060626927,0
_GBR,1988,5.1946783129917,0
_GBR,1989,2.15550921932935,1
_GBR,1990,.787741640533369,0
_GBR,1991,-1.37839350876764,0
_GBR,1992,.227813282450569,0
_GBR,1993,2.49214818594199,0
_GBR,1994,4.6587098807048,0
_GBR,1995,2.89891891436361,0
_GBR,1996,2.6238319601345,0
_GBR,1997,3.44504416919933,0
_GBR,1998,2.99042273967377,0
_GBR,1999,2.12589795056495,0
_GBR,2000,3.04014588545927,0
_GBR,2001,2.2069499900161,1
_GEO,1960,,
_GEO,1961,,
_GEO,1962,,
_GEO,1963,,
_GEO,1964,,
_GEO,1965,,
_GEO,1966,7.53563783359661,
_GEO,1967,6.24999597490469,
_GEO,1968,4.45633293779831,
_GEO,1969,4.77815240853474,
_GEO,1970,12.0521213828517,
_GEO,1971,2.47093287858465,
_GEO,1972,2.83687435850621,
_GEO,1973,6.48275789829017,
_GEO,1974,8.808292513723231,
_GEO,1975,7.38095360180652,
_GEO,1976,6.09755492240297,
_GEO,1977,6.89655948397288,
_GEO,1978,7.429126749727,
_GEO,1979,7.37033949444917,
_GEO,1980,4.57626641617705,
_GEO,1981,5.26742422788077,
_GEO,1982,2.00154182898264,
_GEO,1983,4.30188711526287,
_GEO,1984,5.42691919628493,
_GEO,1985,4.94165835755938,
_GEO,1986,-8.17527562739506,
_GEO,1987,1.28204455444707,
_GEO,1988,5.55555776970382,
_GEO,1989,-7.19520352487768,
_GEO,1990,-14.7882268193222,
_GEO,1991,-21.1000000000001,
_GEO,1992,-44.8999999999999,
_GEO,1993,-29.3,
_GEO,1994,-10.4,
_GEO,1995,2.60000000000001,
_GEO,1996,11.2,
_GEO,1997,10.6,0
_GEO,1998,2.89999999999975,1
_GEO,1999,3.00000000000031,1
_GEO,2000,1.79999999999968,0
_GEO,2001,4.5000000000001,0
_GHA,1960,,
_GHA,1961,3.42967534748355,1
_GHA,1962,4.10915706488781,0
_GHA,1963,4.4059740441296,0
_GHA,1964,2.20932827493863,1
_GHA,1965,1.36899563318758,0
_GHA,1966,-4.25828921831193,1
_GHA,1967,3.07536328673346,1
_GHA,1968,.36886080812566,0
_GHA,1969,6.00617415013582,1
_GHA,1970,9.723472953843331,1
_GHA,1971,5.21612443912652,0
_GHA,1972,-2.48765511226236,0
_GHA,1973,2.88458335832939,0
_GHA,1974,6.85251713913683,1
_GHA,1975,-12.4316283102311,0
_GHA,1976,-3.53018343323779,1
_GHA,1977,2.27410769951926,0
_GHA,1978,8.47593563714992,0
_GHA,1979,-2.51494133261447,1
_GHA,1980,.471695791001451,1
_GHA,1981,-3.50306746991561,1
_GHA,1982,-6.9236502994012,0
_GHA,1983,-4.56373771930872,1
_GHA,1984,8.647569256442649,0
_GHA,1985,5.09161797165203,0
_GHA,1986,5.19916007100987,1
_GHA,1987,4.79489873095937,1
_GHA,1988,5.62816974205407,0
_GHA,1989,5.08587251235953,0
_GHA,1990,3.32881822919452,1
_GHA,1991,5.28182614021328,0
_GHA,1992,3.87941916996829,1
_GHA,1993,4.84460379280416,0
_GHA,1994,3.41796359224351,0
_GHA,1995,3.9990156269226,0
_GHA,1996,4.60246095598676,0
_GHA,1997,4.19635787806807,1
_GHA,1998,4.70039079461573,1
_GHA,1999,4.40642820114047,0
_GHA,2000,3.69999999999999,1
_GHA,2001,4,0
_GIN,1960,,
_GIN,1961,,
_GIN,1962,,
_GIN,1963,,
_GIN,1964,,
_GIN,1965,,
_GIN,1966,,
_GIN,1967,,
_GIN,1968,,
_GIN,1969,,
_GIN,1970,,
_GIN,1971,,
_GIN,1972,,
_GIN,1973,,
_GIN,1974,,
_GIN,1975,,
_GIN,1976,,
_GIN,1977,,
_GIN,1978,,
_GIN,1979,,
_GIN,1980,,
_GIN,1981,,
_GIN,1982,,
_GIN,1983,,
_GIN,1984,,
_GIN,1985,,
_GIN,1986,,
_GIN,1987,3.29928306528359,
_GIN,1988,6.29926257509649,
_GIN,1989,3.99896099644465,
_GIN,1990,4.39799241150318,
_GIN,1991,.8366395825880349,
_GIN,1992,2.86259222531532,0
_GIN,1993,4.23921385142762,0
_GIN,1994,6.33514087602413,1
_GIN,1995,4.42485450941385,0
_GIN,1996,4.60323687937518,0
_GIN,1997,4.8093459220524,0
_GIN,1998,4.60000000000014,0
_GIN,1999,3.59999999999977,1
_GIN,2000,2.34088562946057,1
_GIN,2001,3.56391205616417,0
_GMB,1960,,
_GMB,1961,,
_GMB,1962,,
_GMB,1963,,
_GMB,1964,,
_GMB,1965,,0
_GMB,1966,,0
_GMB,1967,0,0
_GMB,1968,9.576138147566709,1
_GMB,1969,2.43553008595994,0
_GMB,1970,6.15384615384622,0
_GMB,1971,-.0658761528328,0
_GMB,1972,.241705119753959,0
_GMB,1973,9.25032880315643,0
_GMB,1974,5.87879213483144,0
_GMB,1975,12.393426642681,0
_GMB,1976,7.35122239082784,1
_GMB,1977,3.43957853940939,0
_GMB,1978,6.3164449311333,0
_GMB,1979,-1.32817766352436,1
_GMB,1980,6.27008159356164,0
_GMB,1981,3.32189216830207,1
_GMB,1982,-.764582491058134,0
_GMB,1983,10.8832256323944,1
_GMB,1984,3.53525691056578,1
_GMB,1985,-.812264875641972,1
_GMB,1986,4.09107193039542,0
_GMB,1987,2.45433150285747,0
_GMB,1988,4.47682847896465,1
_GMB,1989,5.89572413098077,0
_GMB,1990,3.55887181390247,0
_GMB,1991,3.10704235881367,0
_GMB,1992,3.37868687791062,0
_GMB,1993,3.01210140446942,0
_GMB,1994,.154347453266993,0
_GMB,1995,.881849315068891,0
_GMB,1996,2.22354239158069,0
_GMB,1997,4.90000000000018,0
_GMB,1998,4.89999999999995,0
_GMB,1999,6.4000000000002,0
_GMB,2000,5.5999999999999,0
_GMB,2001,5.99999999999994,1
_GNB,1960,,
_GNB,1961,,
_GNB,1962,,
_GNB,1963,,
_GNB,1964,,
_GNB,1965,,
_GNB,1966,,
_GNB,1967,,
_GNB,1968,,
_GNB,1969,,
_GNB,1970,,
_GNB,1971,-3.91096747542721,
_GNB,1972,6.37486091442425,
_GNB,1973,1.10989275494107,
_GNB,1974,4.55924103757783,
_GNB,1975,7.8455843290694,
_GNB,1976,4.94345533636191,
_GNB,1977,-7.17006998703582,
_GNB,1978,13.1260434056761,
_GNB,1979,1.99414432950687,
_GNB,1980,-15.9526514712362,
_GNB,1981,18.1675281056969,
_GNB,1982,4.20008214510608,
_GNB,1983,-3.39828742055117,
_GNB,1984,9.109223007661839,
_GNB,1985,4.16649288720284,
_GNB,1986,-.793847624487937,
_GNB,1987,2.89999999999999,1
_GNB,1988,4.59999999999994,0
_GNB,1989,6.10000000000003,0
_GNB,1990,6.0999999999999,1
_GNB,1991,5.09999999999999,1
_GNB,1992,1.10000000000005,1
_GNB,1993,2.09999999999992,1
_GNB,1994,3.19999999999977,0
_GNB,1995,4.40000000000012,1
_GNB,1996,11.6000000000003,1
_GNB,1997,6.50000000000004,0
_GNB,1998,-28.0999797350823,0
_GNB,1999,7.7999999999999,0
_GNB,2000,7.49999999999993,0
_GNB,2001,.199999999999804,0
_GNQ,1960,,
_GNQ,1961,,
_GNQ,1962,,
_GNQ,1963,,
_GNQ,1964,,
_GNQ,1965,,
_GNQ,1966,,
_GNQ,1967,,
_GNQ,1968,,
_GNQ,1969,,
_GNQ,1970,,
_GNQ,1971,,
_GNQ,1972,,
_GNQ,1973,,
_GNQ,1974,,
_GNQ,1975,,
_GNQ,1976,,
_GNQ,1977,,
_GNQ,1978,,
_GNQ,1979,,
_GNQ,1980,,
_GNQ,1981,,
_GNQ,1982,,
_GNQ,1983,,1
_GNQ,1984,,0
_GNQ,1985,,0
_GNQ,1986,-2.3305563504439,0
_GNQ,1987,4.43673744483412,1
_GNQ,1988,2.65526210348998,0
_GNQ,1989,-1.22917801816331,0
_GNQ,1990,3.2611502282527,1
_GNQ,1991,-1.13676589920867,0
_GNQ,1992,10.6954523389816,0
_GNQ,1993,6.29621399047491,1
_GNQ,1994,5.11562251230222,1
_GNQ,1995,14.2625866344705,1
