ccode,year,D1y,L1D1y,L2D1y,L3D1y,R_B,R_N,L1R_B,L2R_B,L3R_B,L1R_N,L2R_N,L3R_N,D1d_y,L1D1d_y,L2D1d_y,L3D1d_y,Fd1y,Fd2y,Fd3y,Fd4y,Fd5y,Fd6y
276,1886,0.00629117712378502,0.0251605063676834,0.0232186447829008,0.0536679364740849,0,0,0,0,,0,0,0,0.0128450002521276,0.00846599973738194,0.00697800004854798,,0.0377053841948509,0.0761507600545883,0.102630242705345,0.13772240281105,0.135427981615067,0.175574004650116
276,1887,0.0377053841948509,0.00629117712378502,0.0251605063676834,0.0232186447829008,0,0,0,0,0,0,0,0,0.0132529996335506,0.0128450002521276,0.00846599973738194,0.00697800004854798,0.0384453795850277,0.0649248585104942,0.100017011165619,0.0977225825190544,0.137868613004684,0.185944601893425
276,1888,0.0384453795850277,0.0377053841948509,0.00629117712378502,0.0251605063676834,0,0,0,0,0,0,0,0,0.0111189996823668,0.0132529996335506,0.0128450002521276,0.00846599973738194,0.0264794807881117,0.0615716353058815,0.059277206659317,0.0994232296943665,0.147499218583107,0.170935973525047
276,1889,0.0264794807881117,0.0384453795850277,0.0377053841948509,0.00629117712378502,0,0,0,0,0,0,0,0,0.0495369993150234,0.0111189996823668,0.0132529996335506,0.0128450002521276,0.0350921526551247,0.0327977240085602,0.0729437470436096,0.12101973593235,0.14445649087429,0.190764367580414
276,1890,0.0350921526551247,0.0264794807881117,0.0384453795850277,0.0377053841948509,0,0,0,0,0,0,0,0,0.0115250004455447,0.0495369993150234,0.0111189996823668,0.0132529996335506,-0.00229442748241127,0.037851594388485,0.0859275832772255,0.109364338219166,0.15567222237587,0.189773246645927
276,1891,-0.00229442748241127,0.0350921526551247,0.0264794807881117,0.0384453795850277,0,0,0,0,0,0,0,0,0.013774000108242,0.0115250004455447,0.0495369993150234,0.0111189996823668,0.0401460230350494,0.08822201192379,0.11165876686573,0.157966643571854,0.192067667841911,0.219726696610451
276,1892,0.0401460230350494,-0.00229442748241127,0.0350921526551247,0.0264794807881117,0,0,0,0,0,0,0,0,0.0193169992417097,0.013774000108242,0.0115250004455447,0.0495369993150234,0.0480759888887405,0.0715127438306808,0.117820620536804,0.151921644806862,0.179580673575401,0.221502363681793
276,1893,0.0480759888887405,0.0401460230350494,-0.00229442748241127,0.0350921526551247,0,0,0,0,0,0,0,0,-0.0108639998361468,0.0193169992417097,0.013774000108242,0.0115250004455447,0.0234367530792952,0.0697446316480637,0.103845655918121,0.131504684686661,0.173426374793053,0.208695352077484
276,1894,0.0234367530792952,0.0480759888887405,0.0401460230350494,-0.00229442748241127,0,0,0,0,0,0,0,0,0.0306030008941889,-0.0108639998361468,0.0193169992417097,0.013774000108242,0.0463078767061234,0.080408900976181,0.10806792974472,0.149989619851112,0.185258597135544,0.226652577519417
276,1895,0.0463078767061234,0.0234367530792952,0.0480759888887405,0.0401460230350494,0,0,0,0,0,0,0,0,0.0311600007116795,0.0306030008941889,-0.0108639998361468,0.0193169992417097,0.0341010205447674,0.0617600530385971,0.103681743144989,0.138950705528259,0.180344685912132,0.156267434358597
276,1896,0.0341010205447674,0.0463078767061234,0.0234367530792952,0.0480759888887405,0,0,0,0,0,0,0,0,0.0191110000014305,0.0311600007116795,0.0306030008941889,-0.0108639998361468,0.0276590324938297,0.0695807188749313,0.104849688708782,0.146243676543236,0.122166432440281,0.145424991846085
276,1897,0.0276590324938297,0.0341010205447674,0.0463078767061234,0.0234367530792952,0,0,0,0,0,0,0,0,0.0274599995464087,0.0191110000014305,0.0311600007116795,0.0306030008941889,0.0419216863811016,0.0771906524896622,0.118584632873535,0.0945073887705803,0.117765948176384,0.171450108289719
276,1898,0.0419216863811016,0.0276590324938297,0.0341010205447674,0.0463078767061234,0,0,0,0,0,0,0,0,0.0215530004352331,0.0274599995464087,0.0191110000014305,0.0311600007116795,0.0352689698338509,0.0766629576683044,0.0525857135653496,0.0758442729711533,0.129528433084488,0.168544888496399
276,1899,0.0352689698338509,0.0419216863811016,0.0276590324938297,0.0341010205447674,0,0,0,0,0,0,0,0,0.0481210015714169,0.0215530004352331,0.0274599995464087,0.0191110000014305,0.0413939841091633,0.0173167400062084,0.0405753031373024,0.0942594558000565,0.133275926113129,0.153972536325455
276,1900,0.0413939841091633,0.0352689698338509,0.0419216863811016,0.0276590324938297,0,0,0,0,0,0,0,0,0.0178960002958775,0.0481210015714169,0.0215530004352331,0.0274599995464087,-0.0240772441029549,-0.000818680971860886,0.0528654754161835,0.0918819382786751,0.112578555941582,0.141767680644989
276,1901,-0.0240772441029549,0.0413939841091633,0.0352689698338509,0.0419216863811016,0,0,0,0,0,0,0,0,0.0130209997296333,0.0178960002958775,0.0481210015714169,0.0215530004352331,0.023258563131094,0.0769427195191383,0.11595918238163,0.136655792593956,0.165844917297363,0.20880563557148
276,1902,0.023258563131094,-0.0240772441029549,0.0413939841091633,0.0352689698338509,0,0,0,0,0,0,0,0,0.0279949996620417,0.0130209997296333,0.0178960002958775,0.0481210015714169,0.0536841563880444,0.0927006155252457,0.113397225737572,0.142586350440979,0.185547068715096,0.202065214514732
276,1903,0.0536841563880444,0.023258563131094,-0.0240772441029549,0.0413939841091633,0,0,0,0,0,0,0,0,0.0200730003416538,0.0279949996620417,0.0130209997296333,0.0178960002958775,0.0390164628624916,0.059713076800108,0.0889021977782249,0.131862908601761,0.148381054401398,0.168122053146362
276,1904,0.0390164628624916,0.0536841563880444,0.023258563131094,-0.0240772441029549,0,0,0,0,0,0,0,0,0.031615000218153,0.0200730003416538,0.0279949996620417,0.0130209997296333,0.0206966139376163,0.0498857349157333,0.0928464531898499,0.109364598989487,0.129105597734451,0.164402976632118
276,1905,0.0206966139376163,0.0390164628624916,0.0536841563880444,0.023258563131094,0,0,0,0,0,0,0,0,0.0323890000581741,0.031615000218153,0.0200730003416538,0.0279949996620417,0.029189120978117,0.0721498429775238,0.0886679887771606,0.108408987522125,0.143706366419792,0.173869028687477
276,1906,0.029189120978117,0.0206966139376163,0.0390164628624916,0.0536841563880444,0,0,0,0,0,0,0,0,0.065652996301651,0.0323890000581741,0.031615000218153,0.0200730003416538,0.0429607182741165,0.0594788640737534,0.079219862818718,0.114517241716385,0.14467990398407,0.189914613962173
276,1907,0.0429607182741165,0.029189120978117,0.0206966139376163,0.0390164628624916,0,0,0,0,0,0,0,0,0.00878699962049723,0.065652996301651,0.0323890000581741,0.031615000218153,0.0165181439369917,0.0362591445446014,0.0715565234422684,0.101719185709953,0.146953880786896,0.194124728441238
276,1908,0.0165181439369917,0.0429607182741165,0.029189120978117,0.0206966139376163,0,0,0,0,0,0,0,0,0.00436000013723969,0.00878699962049723,0.065652996301651,0.0323890000581741,0.0197409987449646,0.0550383813679218,0.0852010399103165,0.130435734987259,0.177606582641602,
276,1909,0.0197409987449646,0.0165181439369917,0.0429607182741165,0.029189120978117,0,0,0,0,0,0,0,0,0.0511519983410835,0.00436000013723969,0.00878699962049723,0.065652996301651,0.0352973826229572,0.0654600411653519,0.110694743692875,0.157865598797798,,
276,1910,0.0352973826229572,0.0197409987449646,0.0165181439369917,0.0429607182741165,0,0,0,0,0,0,0,0,0.0504599995911121,0.0511519983410835,0.00436000013723969,0.00878699962049723,0.0301626604050398,0.075397364795208,0.122568219900131,,,
276,1911,0.0301626604050398,0.0352973826229572,0.0197409987449646,0.0165181439369917,0,0,0,0,0,0,0,0,0.00760200014337897,0.0504599995911121,0.0511519983410835,0.00436000013723969,0.045234702527523,0.0924055576324463,,,,
276,1912,0.045234702527523,0.0301626604050398,0.0352973826229572,0.0197409987449646,0,0,0,0,0,0,0,0,-0.00540400017052889,0.00760200014337897,0.0504599995911121,0.0511519983410835,0.0471708551049232,,,,,
276,1913,0.0471708551049232,0.045234702527523,0.0301626604050398,0.0352973826229572,0,0,0,0,0,0,0,0,-0.0127440001815557,-0.00540400017052889,0.00760200014337897,0.0504599995911121,,,,,,
276,1919,-0.203134164214134,0.0471708551049232,0.045234702527523,0.0301626604050398,0,1,0,0,0,0,0,0,,-0.0127440001815557,-0.00540400017052889,0.00760200014337897,0.063044361770153,0.167242288589478,0.225454360246658,0.040020227432251,0.197445079684258,0.303798913955688
276,1920,0.063044361770153,-0.203134164214134,0.0471708551049232,0.045234702527523,1,1,0,0,0,1,0,0,-0.387291997671127,,-0.0127440001815557,-0.00540400017052889,0.104197934269905,0.162410005927086,-0.0230241268873215,0.134400725364685,0.240754574537277,0.268466114997864
276,1921,0.104197934269905,0.063044361770153,-0.203134164214134,0.0471708551049232,0,1,1,0,0,1,1,0,,-0.387291997671127,,-0.0127440001815557,0.0582120753824711,-0.127222061157227,0.03020279109478,0.136556640267372,0.164268165826797,0.259628295898438
276,1922,0.0582120753824711,0.104197934269905,0.063044361770153,-0.203134164214134,0,1,0,1,0,1,1,1,,,-0.387291997671127,,-0.185434132814407,-0.0280092805624008,0.0783445686101913,0.106056094169617,0.201416239142418,0.244269773364067
276,1923,-0.185434132814407,0.0582120753824711,0.104197934269905,0.063044361770153,,1,0,0,1,1,1,1,,,,-0.387291997671127,0.157424852252007,0.263778686523438,0.291490226984024,0.386850357055664,0.429703891277313,0.42553898692131
276,1924,0.157424852252007,-0.185434132814407,0.0582120753824711,0.104197934269905,,1,,0,0,1,1,1,,,,,0.106353849172592,0.134065374732018,0.229425519704819,0.272279053926468,0.268114149570465,0.253916800022125
276,1925,0.106353849172592,0.157424852252007,-0.185434132814407,0.0582120753824711,0,1,,,0,1,1,1,0.0316080003976822,,,,0.0277115292847157,0.123071670532227,0.165925204753876,0.161760315299034,0.147562965750694,0.0683212354779243
276,1926,0.0277115292847157,0.106353849172592,0.157424852252007,-0.185434132814407,0,0,0,,,1,1,1,0.069352999329567,0.0316080003976822,,,0.0953601449728012,0.13821367919445,0.134048789739609,0.119851432740688,0.0406097024679184,-0.0377691388130188
276,1927,0.0953601449728012,0.0277115292847157,0.106353849172592,0.157424852252007,0,0,0,0,,0,1,1,0.0517739988863468,0.069352999329567,0.0316080003976822,,0.0428535342216492,0.0386886410415173,0.024491285905242,-0.0547504425048828,-0.13312928378582,-0.072274275124073
276,1928,0.0428535342216492,0.0953601449728012,0.0277115292847157,0.106353849172592,0,0,0,0,0,0,0,1,0.0596709996461868,0.0517739988863468,0.069352999329567,0.0316080003976822,-0.00416489271447062,-0.0183622483164072,-0.097603976726532,-0.175982818007469,-0.115127809345722,-0.0277366787195206
276,1929,-0.00416489271447062,0.0428535342216492,0.0953601449728012,0.0277115292847157,0,0,0,0,0,0,0,0,0.0445419996976852,0.0596709996461868,0.0517739988863468,0.069352999329567,-0.0141973551362753,-0.0934390872716904,-0.171817928552628,-0.110962919890881,-0.023571789264679,0.0612980127334595
276,1930,-0.0141973551362753,-0.00416489271447062,0.0428535342216492,0.0953601449728012,0,0,0,0,0,0,0,0,0.0714059993624687,0.0445419996976852,0.0596709996461868,0.0517739988863468,-0.0792417302727699,-0.157620579004288,-0.0967655703425407,-0.00937443971633911,0.0754953622817993,0.15988102555275
276,1931,-0.0792417302727699,-0.0141973551362753,-0.00416489271447062,0.0428535342216492,0,1,0,0,0,0,0,0,0.0703660026192665,0.0714059993624687,0.0445419996976852,0.0596709996461868,-0.0783788412809372,-0.0175238326191902,0.0698672980070114,0.15473710000515,0.2391227632761,0.297532767057419
276,1932,-0.0783788412809372,-0.0792417302727699,-0.0141973551362753,-0.00416489271447062,0,0,0,0,0,1,0,0,0.0926579982042313,0.0703660026192665,0.0714059993624687,0.0445419996976852,0.060855008661747,0.148246139287949,0.233115941286087,0.317501604557037,0.375911623239517,0.448422908782959
276,1933,0.060855008661747,-0.0783788412809372,-0.0792417302727699,-0.0141973551362753,0,0,0,0,0,0,1,0,0.00984600000083447,0.0926579982042313,0.0703660026192665,0.0714059993624687,0.0873911306262016,0.172260940074921,0.256646603345871,0.315056622028351,0.38756787776947,
276,1934,0.0873911306262016,0.060855008661747,-0.0783788412809372,-0.0792417302727699,0,0,0,0,0,0,0,1,-0.0313489995896816,0.00984600000083447,0.0926579982042313,0.0703660026192665,0.0848698019981384,0.169255465269089,0.227665483951569,0.300176739692688,,
276,1935,0.0848698019981384,0.0873911306262016,0.060855008661747,-0.0783788412809372,0,0,0,0,0,0,0,0,-0.0123490002006292,-0.0313489995896816,0.00984600000083447,0.0926579982042313,0.0843856632709503,0.14279568195343,0.215306952595711,,,
276,1936,0.0843856632709503,0.0848698019981384,0.0873911306262016,0.060855008661747,0,0,0,0,0,0,0,0,-0.0602709986269474,-0.0123490002006292,-0.0313489995896816,0.00984600000083447,0.0584100112318993,0.130921274423599,,,,
276,1937,0.0584100112318993,0.0843856632709503,0.0848698019981384,0.0873911306262016,0,0,0,0,0,0,0,0,-0.0145779997110367,-0.0602709986269474,-0.0123490002006292,-0.0313489995896816,0.0725112706422806,,,,,
276,1938,0.0725112706422806,0.0584100112318993,0.0843856632709503,0.0848698019981384,0,0,0,0,0,0,0,0,-0.00674899993464351,-0.0145779997110367,-0.0602709986269474,-0.0123490002006292,,,,,,
276,1946,-1.00194537639618,0.0725112706422806,0.0584100112318993,0.0843856632709503,0,0,0,0,0,0,0,0,,-0.00674899993464351,-0.0145779997110367,-0.0602709986269474,0.0928476899862289,0.246539875864983,0.407160580158234,0.590743660926819,0.678169846534729,0.766237020492554
276,1947,0.0928476899862289,-1.00194537639618,0.0725112706422806,0.0584100112318993,0,0,0,0,0,0,0,0,-0.00404499983415008,,-0.00674899993464351,-0.0145779997110367,0.153692185878754,0.314312905073166,0.497896015644073,0.585322201251984,0.673389375209808,0.758314311504364
276,1948,0.153692185878754,0.0928476899862289,-1.00194537639618,0.0725112706422806,1,1,0,0,0,0,0,0,-0.00491099990904331,-0.00404499983415008,,-0.00674899993464351,0.160620719194412,0.34420382976532,0.43163001537323,0.519697189331055,0.60462212562561,0.681832849979401
276,1949,0.160620719194412,0.153692185878754,0.0928476899862289,-1.00194537639618,0,0,1,0,0,1,0,0,0.0537710003554821,-0.00491099990904331,-0.00404499983415008,,0.183583095669746,0.271009266376495,0.35907644033432,0.444001376628876,0.521212100982666,0.612616240978241
276,1950,0.183583095669746,0.160620719194412,0.153692185878754,0.0928476899862289,0,0,0,1,0,0,1,0,0.0701040029525757,0.0537710003554821,-0.00491099990904331,-0.00404499983415008,0.0874261856079102,0.175493374466896,0.260418295860291,0.337629020214081,0.429033160209656,0.524538695812225
276,1951,0.0874261856079102,0.183583095669746,0.160620719194412,0.153692185878754,0,0,0,0,1,0,0,1,0.0113019999116659,0.0701040029525757,0.0537710003554821,-0.00491099990904331,0.0880671888589859,0.17299211025238,0.250202834606171,0.341606974601746,0.437112510204315,0.500314235687256
276,1952,0.0880671888589859,0.0874261856079102,0.183583095669746,0.160620719194412,0,0,0,0,0,0,0,0,0.0257179997861385,0.0113019999116659,0.0701040029525757,0.0537710003554821,0.0849249288439751,0.162135660648346,0.253539800643921,0.34904533624649,0.412247061729431,0.460774272680283
276,1953,0.0849249288439751,0.0880671888589859,0.0874261856079102,0.183583095669746,0,0,0,0,0,0,0,0,0.0379890017211437,0.0257179997861385,0.0113019999116659,0.0701040029525757,0.0772107243537903,0.168614864349365,0.264120399951935,0.327322125434875,0.375849336385727,0.451866686344147
276,1954,0.0772107243537903,0.0849249288439751,0.0880671888589859,0.0874261856079102,0,0,0,0,0,0,0,0,0.041423000395298,0.0379890017211437,0.0257179997861385,0.0113019999116659,0.091404139995575,0.186909690499306,0.250111401081085,0.298638612031937,0.374655961990356,0.435505330562592
276,1955,0.091404139995575,0.0772107243537903,0.0849249288439751,0.0880671888589859,0,0,0,0,0,0,0,0,0.020108999684453,0.041423000395298,0.0379890017211437,0.0257179997861385,0.0955055505037308,0.15870726108551,0.207234472036362,0.283251821994781,0.344101190567017,0.389119803905487
276,1956,0.0955055505037308,0.091404139995575,0.0772107243537903,0.0849249288439751,0,0,0,0,0,0,0,0,0.00730600021779537,0.020108999684453,0.041423000395298,0.0379890017211437,0.0632017180323601,0.111728936433792,0.187746286392212,0.248595669865608,0.29361429810524,0.338536739349365
276,1957,0.0632017180323601,0.0955055505037308,0.091404139995575,0.0772107243537903,0,0,0,0,0,0,0,0,0.00331300008110702,0.00730600021779537,0.020108999684453,0.041423000395298,0.0485272146761417,0.124544560909271,0.185393944382668,0.230412572622299,0.275335013866425,0.304678589105606
276,1958,0.0485272146761417,0.0632017180323601,0.0955055505037308,0.091404139995575,0,0,0,0,0,0,0,0,0.00850300025194883,0.00331300008110702,0.00730600021779537,0.020108999684453,0.0760173499584198,0.136866733431816,0.181885361671448,0.226807802915573,0.256151378154755,0.317023456096649
276,1959,0.0760173499584198,0.0485272146761417,0.0632017180323601,0.0955055505037308,0,0,0,0,0,0,0,0,0.0263960007578135,0.00850300025194883,0.00331300008110702,0.00730600021779537,0.0608493834733963,0.105868011713028,0.150790452957153,0.180134013295174,0.241006076335907,0.292484611272812
276,1960,0.0608493834733963,0.0760173499584198,0.0485272146761417,0.0632017180323601,0,0,0,0,0,0,0,0,0.0544129982590675,0.0263960007578135,0.00850300025194883,0.00331300008110702,0.0450186282396317,0.089941069483757,0.119284637272358,0.180156707763672,0.231635242700577,0.262357443571091
276,1961,0.0450186282396317,0.0608493834733963,0.0760173499584198,0.0485272146761417,0,0,0,0,0,0,0,0,0.0251260008662939,0.0544129982590675,0.0263960007578135,0.00850300025194883,0.0449224412441254,0.0742660090327263,0.13513807952404,0.186616614460945,0.217338815331459,0.220636203885078
276,1962,0.0449224412441254,0.0450186282396317,0.0608493834733963,0.0760173499584198,1,0,0,0,0,0,0,0,0.0190459992736578,0.0251260008662939,0.0544129982590675,0.0263960007578135,0.0293435659259558,0.0902156382799149,0.14169417321682,0.172416374087334,0.175713762640953,0.227897822856903
276,1963,0.0293435659259558,0.0449224412441254,0.0450186282396317,0.0608493834733963,0,0,1,0,0,0,0,0,0.0273100007325411,0.0190459992736578,0.0251260008662939,0.0544129982590675,0.0608720704913139,0.112350605428219,0.143072813749313,0.146370202302933,0.198554262518883,0.264780282974243
276,1964,0.0608720704913139,0.0293435659259558,0.0449224412441254,0.0450186282396317,0,0,0,1,0,0,0,0,0.0110889999195933,0.0273100007325411,0.0190459992736578,0.0251260008662939,0.0514785349369049,0.0822007358074188,0.0854981169104576,0.137682184576988,0.20390821993351,0.251068711280823
276,1965,0.0514785349369049,0.0608720704913139,0.0293435659259558,0.0449224412441254,0,0,0,0,1,0,0,0,0.0128939999267459,0.0110889999195933,0.0273100007325411,0.0190459992736578,0.0307222008705139,0.034019585698843,0.0862036496400833,0.152429684996605,0.199590191245079,0.230917185544968
276,1966,0.0307222008705139,0.0514785349369049,0.0608720704913139,0.0293435659259558,0,0,0,0,0,0,0,0,0.0111419996246696,0.0128939999267459,0.0110889999195933,0.0273100007325411,0.00329738459549844,0.0554814487695694,0.121707484126091,0.168867990374565,0.200194984674454,0.243198394775391
276,1967,0.00329738459549844,0.0307222008705139,0.0514785349369049,0.0608720704913139,0,0,0,0,0,0,0,0,0.0275320000946522,0.0111419996246696,0.0128939999267459,0.0110889999195933,0.0521840639412403,0.118410095572472,0.165570601820946,0.196897596120834,0.239901006221771,0.287675857543945
276,1968,0.0521840639412403,0.00329738459549844,0.0307222008705139,0.0514785349369049,0,0,0,0,0,0,0,0,0.019395999610424,0.0275320000946522,0.0111419996246696,0.0128939999267459,0.0662260353565216,0.113386541604996,0.144713535904884,0.187716946005821,0.235491812229156,0.24439249932766
276,1969,0.0662260353565216,0.0521840639412403,0.00329738459549844,0.0307222008705139,0,0,0,0,0,0,0,0,0.0181879997253418,0.019395999610424,0.0275320000946522,0.0111419996246696,0.0471605062484741,0.0784875005483627,0.1214909106493,0.169265776872635,0.178166463971138,0.169499069452286
276,1970,0.0471605062484741,0.0662260353565216,0.0521840639412403,0.00329738459549844,0,0,0,0,0,0,0,0,-0.00666800001636147,0.0181879997253418,0.019395999610424,0.0275320000946522,0.0313269980251789,0.0743304044008255,0.122105270624161,0.131005957722664,0.122338570654392,0.171831160783768
276,1971,0.0313269980251789,0.0471605062484741,0.0662260353565216,0.0521840639412403,0,0,0,0,0,0,0,0,0.0176650006324053,-0.00666800001636147,0.0181879997253418,0.019395999610424,0.0430034101009369,0.0907782763242722,0.0996789634227753,0.0910115763545036,0.140504151582718,0.173976331949234
276,1972,0.0430034101009369,0.0313269980251789,0.0471605062484741,0.0662260353565216,0,0,0,0,0,0,0,0,0.041753001511097,0.0176650006324053,-0.00666800001636147,0.0181879997253418,0.0477748662233353,0.0566755533218384,0.0480081662535667,0.0975007489323616,0.130972921848297,0.161057859659195
276,1973,0.0477748662233353,0.0430034101009369,0.0313269980251789,0.0471605062484741,0,0,0,0,0,0,0,0,-0.00203599990345538,0.041753001511097,0.0176650006324053,-0.00666800001636147,0.00890068709850311,0.000233298167586327,0.0497258827090263,0.0831980630755424,0.11328299343586,0.154786631464958
276,1974,0.00890068709850311,0.0477748662233353,0.0430034101009369,0.0313269980251789,0,0,0,0,0,0,0,0,-0.0100859999656677,-0.00203599990345538,0.041753001511097,0.0176650006324053,-0.00866738893091679,0.0408251956105232,0.0742973759770393,0.104382306337357,0.145885944366455,0.159974232316017
276,1975,-0.00866738893091679,0.00890068709850311,0.0477748662233353,0.0430034101009369,0,0,0,0,0,0,0,0,0.00142200000118464,-0.0100859999656677,-0.00203599990345538,0.041753001511097,0.0494925826787949,0.082964763045311,0.113049693405628,0.154553323984146,0.168641611933708,0.173934012651443
276,1976,0.0494925826787949,-0.00866738893091679,0.00890068709850311,0.0477748662233353,0,0,0,0,0,0,0,0,0.00432199984788895,0.00142200000118464,-0.0100859999656677,-0.00203599990345538,0.0334721803665161,0.0635571107268333,0.105060741305351,0.119149029254913,0.124441437423229,0.120493032038212
276,1977,0.0334721803665161,0.0494925826787949,-0.00866738893091679,0.00890068709850311,0,0,0,0,0,0,0,0,0.0148280002176762,0.00432199984788895,0.00142200000118464,-0.0100859999656677,0.0300849303603172,0.0715885609388351,0.0856768488883972,0.0909692570567131,0.0870208516716957,0.102744951844215
276,1978,0.0300849303603172,0.0334721803665161,0.0494925826787949,-0.00866738893091679,0,0,0,0,0,0,0,0,0.0253919996321201,0.0148280002176762,0.00432199984788895,0.00142200000118464,0.0415036343038082,0.05559191852808,0.0608843229711056,0.0569359138607979,0.0726600140333176,0.10088948905468
276,1979,0.0415036343038082,0.0300849303603172,0.0334721803665161,0.0494925826787949,0,0,0,0,0,0,0,0,0.0246300008147955,0.0253919996321201,0.0148280002176762,0.00432199984788895,0.0140882860869169,0.0193806923925877,0.0154322851449251,0.0311563853174448,0.0593858622014523,0.0826652124524117
276,1980,0.0140882860869169,0.0415036343038082,0.0300849303603172,0.0334721803665161,0,0,0,0,0,0,0,0,0.0189169999212027,0.0246300008147955,0.0253919996321201,0.0148280002176762,0.00529240537434816,0.00134399812668562,0.0170680992305279,0.0452975779771805,0.0685769319534302,0.0914503261446953
276,1981,0.00529240537434816,0.0140882860869169,0.0415036343038082,0.0300849303603172,0,0,0,0,0,0,0,0,0.0188989993184805,0.0189169999212027,0.0246300008147955,0.0253919996321201,-0.00394840724766254,0.0117756929248571,0.0400051698088646,0.0632845237851143,0.0861579179763794,0.100179433822632
276,1982,-0.00394840724766254,0.00529240537434816,0.0140882860869169,0.0415036343038082,0,0,0,0,0,0,0,0,0.00855099968612194,0.0188989993184805,0.0189169999212027,0.0246300008147955,0.0157241001725197,0.043953575193882,0.0672329291701317,0.0901063233613968,0.104127839207649,0.141200199723244
276,1983,0.0157241001725197,-0.00394840724766254,0.00529240537434816,0.0140882860869169,0,0,0,0,0,0,0,0,0.0192649997770786,0.00855099968612194,0.0188989993184805,0.0189169999212027,0.0282294768840075,0.051508828997612,0.0743822231888771,0.0884037390351295,0.125476092100143,0.164441615343094
276,1984,0.0282294768840075,0.0157241001725197,-0.00394840724766254,0.00529240537434816,0,0,0,0,0,0,0,0,0.0109620001167059,0.0192649997770786,0.00855099968612194,0.0188989993184805,0.0232793521136045,0.0461527444422245,0.0601742602884769,0.0972466170787811,0.136212140321732,0.188762202858925
276,1985,0.0232793521136045,0.0282294768840075,0.0157241001725197,-0.00394840724766254,0,0,0,0,0,0,0,0,0.0185139998793602,0.0109620001167059,0.0192649997770786,0.00855099968612194,0.02287339232862,0.0368949100375175,0.0739672631025314,0.112932778894901,0.165482848882675,0.21656545996666
276,1986,0.02287339232862,0.0232793521136045,0.0282294768840075,0.0157241001725197,0,0,0,0,0,0,0,0,-0.00798599980771542,0.0185139998793602,0.0109620001167059,0.0192649997770786,0.0140215158462524,0.0510938726365566,0.0900593847036362,0.142609447240829,0.193692058324814,0.212930127978325
276,1987,0.0140215158462524,0.02287339232862,0.0232793521136045,0.0282294768840075,1,1,0,0,0,0,0,0,0.00359499990008771,-0.00798599980771542,0.0185139998793602,0.0109620001167059,0.0370723567903042,0.0760378688573837,0.128587931394577,0.179670542478561,0.198908612132072,0.189346954226494
276,1988,0.0370723567903042,0.0140215158462524,0.02287339232862,0.0232793521136045,0,0,1,0,0,1,0,0,-0.00116500002332032,0.00359499990008771,-0.00798599980771542,0.0185139998793602,0.0389655157923698,0.0915155783295631,0.142598196864128,0.161836266517639,0.152274608612061,0.176848322153091
276,1989,0.0389655157923698,0.0370723567903042,0.0140215158462524,0.02287339232862,0,0,0,1,0,0,1,0,0.00283199991099536,-0.00116500002332032,0.00359499990008771,-0.00798599980771542,0.0525500625371933,0.103632673621178,0.122870743274689,0.113309092819691,0.137882813811302,0.155259221792221
276,1990,0.0525500625371933,0.0389655157923698,0.0370723567903042,0.0140215158462524,0,0,0,0,1,0,0,1,0.0669440031051636,0.00283199991099536,-0.00116500002332032,0.00359499990008771,0.0510826148092747,0.0703206807374954,0.0607590265572071,0.0853327438235283,0.102709151804447,0.110888130962849
276,1991,0.0510826148092747,0.0525500625371933,0.0389655157923698,0.0370723567903042,0,0,0,0,0,0,0,0,-0.0512179993093014,0.0669440031051636,0.00283199991099536,-0.00116500002332032,0.019238069653511,0.00967641640454531,0.0342501327395439,0.0516265407204628,0.059805516153574,0.0782975256443024
276,1992,0.019238069653511,0.0510826148092747,0.0525500625371933,0.0389655157923698,0,0,0,0,0,0,0,0,0.0055049997754395,-0.0512179993093014,0.0669440031051636,0.00283199991099536,-0.00956165324896574,0.0150120640173554,0.0323884710669518,0.0405674465000629,0.0590594559907913,0.0788556411862373
276,1993,-0.00956165324896574,0.019238069653511,0.0510826148092747,0.0525500625371933,0,0,0,0,0,0,0,0,0.0372480005025864,0.0055049997754395,-0.0512179993093014,0.0669440031051636,0.0245737172663212,0.0419501215219498,0.050129096955061,0.0686211064457893,0.0884172916412354,0.108288638293743
276,1994,0.0245737172663212,-0.00956165324896574,0.019238069653511,0.0510826148092747,0,0,0,0,0,0,0,0,0.00390700018033385,0.0372480005025864,0.0055049997754395,-0.0512179993093014,0.0173764061182737,0.0255553834140301,0.0440473929047585,0.0638435781002045,0.0837149247527122,0.113335378468037
276,1995,0.0173764061182737,0.0245737172663212,-0.00956165324896574,0.019238069653511,0,0,0,0,0,0,0,0,0.0150399999693036,0.00390700018033385,0.0372480005025864,0.0055049997754395,0.00817897636443377,0.0266709849238396,0.0464671701192856,0.0663385167717934,0.0959589704871178,0.112913683056831
276,1996,0.00817897636443377,0.0173764061182737,0.0245737172663212,-0.00956165324896574,0,0,0,0,0,0,0,0,0.0528340004384518,0.0150399999693036,0.00390700018033385,0.0372480005025864,0.0184920076280832,0.0382881909608841,0.0581595376133919,0.0877799913287163,0.10473470389843,0.10473470389843
276,1997,0.0184920076280832,0.00817897636443377,0.0173764061182737,0.0245737172663212,0,0,0,0,0,0,0,0,0.0333489999175072,0.0528340004384518,0.0150399999693036,0.00390700018033385,0.019796185195446,0.0396675318479538,0.0692879855632782,0.0862426981329918,0.0862426981329918,0.0791436359286308
